source;source_url;target_url;relation;target_id
be-allergyintolerance;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-allergyintolerance;http://hl7.org/fhir/ValueSet/allergyintolerance-verification;Bound_Req;
be-allergyintolerance;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-allergyintolerance;http://hl7.org/fhir/ValueSet/allergy-intolerance-type;Bound_Req;
be-allergyintolerance;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-allergyintolerance;http://hl7.org/fhir/ValueSet/allergy-intolerance-category;Bound_Req;
be-allergyintolerance;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-allergyintolerance;http://hl7.org/fhir/ValueSet/allergy-intolerance-criticality;Bound_Req;
be-allergyintolerance;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-allergyintolerance;https://www.ehealth.fgov.be/standards/fhir/ValueSet/be-allergyintolerancecode;Bound_Req;
be-allergyintolerance;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-allergyintolerance;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-patient;references;be-patient
be-allergyintolerance;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-allergyintolerance;http://hl7.org/fhir/StructureDefinition/Encounter;references;
be-allergyintolerance;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-allergyintolerance;http://hl7.org/fhir/StructureDefinition/Practitioner;references;
be-allergyintolerance;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-allergyintolerance;http://hl7.org/fhir/StructureDefinition/PractitionerRole;references;
be-allergyintolerance;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-allergyintolerance;http://hl7.org/fhir/StructureDefinition/Patient;references;
be-allergyintolerance;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-allergyintolerance;http://hl7.org/fhir/StructureDefinition/RelatedPerson;references;
be-allergyintolerance;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-allergyintolerance;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-practitioner;references;be-practitioner
be-allergyintolerance;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-allergyintolerance;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-practitionerrole;references;be-practitionerrole
be-allergyintolerance;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-allergyintolerance;http://hl7.org/fhir/ValueSet/substance-code;Bound_Exam;
be-allergyintolerance;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-allergyintolerance;https://www.ehealth.fgov.be/standards/fhir/ValueSet/be-riskmanifestation;Bound_Ext;be-riskmanifestation
be-allergyintolerance;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-allergyintolerance;http://hl7.org/fhir/ValueSet/reaction-event-severity;Bound_Req;
be-allergyintolerance;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-allergyintolerance;https://www.ehealth.fgov.be/standards/fhir/ValueSet/be-exposureroute;Bound_Ext;be-exposureroute
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;http://hl7.org/fhir/ValueSet/languages;Bound_Pref;
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;http://hl7.org/fhir/StructureDefinition/PlanDefinition;references;
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;http://hl7.org/fhir/StructureDefinition/ActivityDefinition;references;
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;http://hl7.org/fhir/StructureDefinition/Measure;references;
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;http://hl7.org/fhir/StructureDefinition/OperationDefinition;references;
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;http://hl7.org/fhir/StructureDefinition/Questionnaire;references;
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;http://hl7.org/fhir/StructureDefinition/Resource;references;
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;http://hl7.org/fhir/StructureDefinition/Communication;references;
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;http://hl7.org/fhir/ValueSet/event-status;Bound_Req;
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;http://hl7.org/fhir/ValueSet/communication-not-done-reason;Bound_Exam;
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;http://hl7.org/fhir/ValueSet/communication-category;Bound_Exam;
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;http://hl7.org/fhir/ValueSet/request-priority;Bound_Req;
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;http://terminology.hl7.org/ValueSet/v3-ParticipationMode;Bound_Exam;
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-patient;references;be-patient
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;http://hl7.org/fhir/StructureDefinition/Group;references;
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;https://www.ehealth.fgov.be/standards/fhir/ValueSet/be-vs-diarytopic;Bound_Pref;be-vs-diarytopic
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;http://hl7.org/fhir/StructureDefinition/Encounter;references;
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;http://hl7.org/fhir/StructureDefinition/Device;references;
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-practitioner;references;be-practitioner
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-practitionerrole;references;be-practitionerrole
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;http://hl7.org/fhir/StructureDefinition/RelatedPerson;references;
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;http://hl7.org/fhir/StructureDefinition/CareTeam;references;
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;http://hl7.org/fhir/StructureDefinition/HealthcareService;references;
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-organization;references;be-organization
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;http://hl7.org/fhir/ValueSet/clinical-findings;Bound_Exam;
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;http://hl7.org/fhir/StructureDefinition/Condition;references;
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;http://hl7.org/fhir/StructureDefinition/Observation;references;
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;http://hl7.org/fhir/StructureDefinition/DiagnosticReport;references;
be-communication;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-communication;http://hl7.org/fhir/StructureDefinition/DocumentReference;references;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/ValueSet/languages;Bound_Pref;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/StructureDefinition/PlanDefinition;references;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/StructureDefinition/Questionnaire;references;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/StructureDefinition/Measure;references;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/StructureDefinition/ActivityDefinition;references;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/StructureDefinition/OperationDefinition;references;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;references;be-homecare-plan
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/ValueSet/request-status;Bound_Req;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/ValueSet/care-plan-intent;Bound_Req;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/ValueSet/care-plan-category;Bound_Exam;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-patient;references;be-patient
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/StructureDefinition/Encounter;references;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-practitioner;references;be-practitioner
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-practitionerrole;references;be-practitionerrole
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-organization;references;be-organization
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-team;references;be-homecare-team
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/StructureDefinition/Condition;references;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/StructureDefinition/Resource;references;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/StructureDefinition/Goal;references;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/ValueSet/care-plan-activity-outcome;Bound_Exam;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/StructureDefinition/Appointment;references;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/StructureDefinition/CommunicationRequest;references;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/StructureDefinition/DeviceRequest;references;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/StructureDefinition/MedicationRequest;references;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/StructureDefinition/NutritionOrder;references;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/StructureDefinition/Task;references;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/StructureDefinition/ServiceRequest;references;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/StructureDefinition/VisionPrescription;references;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/StructureDefinition/RequestGroup;references;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/ValueSet/care-plan-activity-kind;Bound_Req;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/ValueSet/procedure-code;Bound_Exam;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/ValueSet/clinical-findings;Bound_Exam;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/StructureDefinition/Observation;references;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/StructureDefinition/DiagnosticReport;references;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/StructureDefinition/DocumentReference;references;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/ValueSet/care-plan-activity-status;Bound_Req;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/StructureDefinition/Location;references;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/ValueSet/medication-codes;Bound_Exam;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/StructureDefinition/Medication;references;
be-homecare-plan;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-plan;http://hl7.org/fhir/StructureDefinition/Substance;references;
be-homecare-team;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-team;http://hl7.org/fhir/ValueSet/languages;Bound_Pref;
be-homecare-team;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-team;http://hl7.org/fhir/ValueSet/care-team-status;Bound_Req;
be-homecare-team;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-team;http://hl7.org/fhir/ValueSet/care-team-category;Bound_Exam;
be-homecare-team;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-team;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-patient;references;be-patient
be-homecare-team;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-team;http://hl7.org/fhir/StructureDefinition/Encounter;references;
be-homecare-team;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-team;http://hl7.org/fhir/ValueSet/participant-role;Bound_Exam;
be-homecare-team;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-team;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-practitioner;references;be-practitioner
be-homecare-team;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-team;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-organization;references;be-organization
be-homecare-team;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-team;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-team;references;be-homecare-team
be-homecare-team;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-team;http://hl7.org/fhir/StructureDefinition/RelatedPerson;references;
be-homecare-team;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-team;http://hl7.org/fhir/ValueSet/clinical-findings;Bound_Exam;
be-homecare-team;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-homecare-team;http://hl7.org/fhir/StructureDefinition/Condition;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/ValueSet/languages;Bound_Pref;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/CarePlan;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/DeviceRequest;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/ImmunizationRecommendation;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/MedicationRequest;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/NutritionOrder;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/ServiceRequest;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/MedicationAdministration;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/MedicationDispense;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/MedicationStatement;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/Procedure;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/Immunization;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/ImagingStudy;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/ValueSet/observation-status;Bound_Req;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/ValueSet/observation-category;Bound_Pref;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/ValueSet/observation-codes;Bound_Exam;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/Patient;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/Group;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/Device;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/Location;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-patient;references;be-patient
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/Resource;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/Encounter;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/Practitioner;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/PractitionerRole;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/Organization;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/CareTeam;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/RelatedPerson;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-organization;references;be-organization
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-practitionerrole;references;be-practitionerrole
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-practitioner;references;be-practitioner
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/ValueSet/data-absent-reason;Bound_Ext;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/ValueSet/observation-interpretation;Bound_Ext;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/ValueSet/body-site;Bound_Exam;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/ValueSet/observation-methods;Bound_Exam;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/Specimen;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/DeviceMetric;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/ValueSet/referencerange-meaning;Bound_Pref;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/ValueSet/referencerange-appliesto;Bound_Exam;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/Observation;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/QuestionnaireResponse;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/MolecularSequence;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/DocumentReference;references;
be-observation;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-observation;http://hl7.org/fhir/StructureDefinition/Media;references;
be-organization;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-organization;http://hl7.org/fhir/ValueSet/languages;Bound_Pref;
be-organization;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-organization;http://hl7.org/fhir/ValueSet/identifier-use;Bound_Req;
be-organization;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-organization;http://hl7.org/fhir/ValueSet/identifier-type;Bound_Ext;
be-organization;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-organization;http://hl7.org/fhir/StructureDefinition/Organization;references;
be-organization;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-organization;http://hl7.org/fhir/ValueSet/organization-type;Bound_Exam;
be-organization;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-organization;http://hl7.org/fhir/ValueSet/contactentity-type;Bound_Ext;
be-organization;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-organization;http://hl7.org/fhir/StructureDefinition/Endpoint;references;
be-patient;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-patient;http://hl7.org/fhir/ValueSet/languages;Bound_Pref;
be-patient;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-patient;http://hl7.org/fhir/StructureDefinition/patient-nationality;extension;
be-patient;https://www.ehealth.fgov.be/standards/fhir/StructureDefinition/be-patient;http://hl7.org/fhir/StructureDefinition/patient-birthPlace;extension;
